title,brand,categories,description,tags,image-link,site-link
Shampoo Creme with Pink Berry,UpCircle,"['Haircare', 'All Shampoo', 'Shampoo Liquid']","100% natural shampoo with upcycled pink berry extract. This innovative, highly-concentrated formula delivers three times the washes of a liquid shampoo! Silicone and sulfate free, this creme is the perfect way to bring volume and shine back to your hair the natural way. Due to the carefully curated formula, it has an exceptionally gentle effect on the hair and is very mild on the skin and eyes. It also works well in soft and hard water. Due to the unique formula, you only need a blueberry size dollop of the shampoo to lather on the hair. You may need a tiny bit more if you’re hair is thick and long. Pink berry is clinically proven to reduce scalp irritation and showed an overall improvement of scalp conditions associated with a decrease in redness, a reduction in itching, and a decrease in the appearance of flakes and scales.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/05/Shampoo-Creme-Main-600x600.jpg,https://www.peacewiththewild.co.uk/product/shampoo-creme-with-pink-berry/
Eco Living Bicarbonate Of Soda – 750g,Eco Living,"['For The Home', 'DIY Cleaning Supplies']","Discover the versatile Eco Living Bicarbonate Of Soda 750g – your key to a toxin-free, sparkling home. This budget-friendly gem is your ultimate multi-tasker, transforming into an all-purpose cleaner, limescale remover, laundry booster, and more. Unleash its magic as an air freshener, softener, or even in your garden. See the How To Use section for ideas on how to utilise this versatile product.","['Vegan', 'Palm Oil Free', 'Plastic Free', 'Recyclable', 'Biodegradable', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/08/Eco-Living-Bicarbonate-Of-Soda-750g-600x600.jpg,https://www.peacewiththewild.co.uk/product/eco-living-bicarbonate-of-soda-750g/
Teardrop Konjac Sponge – Rose – Anti Aging,,"['Skincare', 'Skincare Accessories']","Calming Rose Infused Konjac Sponge is a skincare essential that will transform your cleansing routine. This sponge is made from natural Konjac root fibres and enriched with Rose to provide a gentle yet effective cleansing experience for all skin types. The sponge helps to stimulate blood circulation, promoting the production of collagen and elastin, which are essential for maintaining youthful, plump skin.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/04/konjac-rose-600x600.jpg,https://www.peacewiththewild.co.uk/product/teardrop-konjac-sponge-rose-anti-aging/
Beechwood Toothbrush – Medium Bristles,Georganics,"['Bathroom', 'Toothbrushes', 'Single Toothbrushes']","Georganics beech wood toothbrush with green medium bristles. The beech wood used for the biodegradable handle is Sustainably certified, making a sustainable toothbrush alternative that is ideal fore reducing plastic and waste.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/05/georganics-toothbrush-medium-600x600.jpg,https://www.peacewiththewild.co.uk/product/georganics-beech-wood-toothbrush-medium-bristles/
Strawberry Toothpaste Tablets Kids- With Fluoride,Denttabs,"['Bathroom', 'Toothpaste', 'Toothpaste Tablets']","DENTTABS has now extended its range of innovative toothpaste tablets with a strawberry flavour for children with Fluoride. They continue to use only 100% natural ingredients for excellent tolerance even with sensitive milk teeth thus to assure a sustainable dental care from an early age. For kids age 3+ A zero waste, natural and alternative to conventional liquid toothpaste.","['Vegan', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/denttabs-strawberry-fluoride-jar-600x600.jpg,https://www.peacewiththewild.co.uk/product/strawberry-toothpaste-tablets-kids-with-fluoride/
Organic Cinnamon & Ginger Chai Soap Bar – 100g,UpCircle,"['Bathroom', 'Soap Bars', 'Facial Cleansing Soap Bars']","Organic Cinnamon and Ginger Chai Soap Bar by UpCircle is a gentle exfoliating natural soap to purify and cleanse. With pink clay which reduces redness, irritation and spots and organic cinnamon & ginger oils to give skin a reviving boost .  This soap bar has been created with residual chai spices used to create chai syrup. This soap bar has the thickest creamiest later and wont disappoint.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Handmade', 'Made In UK', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/10/upcircle-cinnamon-chai-600x594.jpg,https://www.peacewiththewild.co.uk/product/organic-cinnamon-ginger-chai-soap-bar-100g/
Organic Apple Cider Vinegar With The Mother,Loving Foods,"['Food & Drink', 'Vinegar']","Organic apple cider vinegar with ‘The Mother’ by Loving Foods. Raw, unfiltered, unpasteurised; apple cider vinegar offers many health benefits, as well as tasting great.","['Vegan', 'Natural', 'Organic', 'Handmade', 'Recyclable', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2019/10/apple-cider-vinegar-loving-foods-0-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-apple-cider-vinegar-with-the-mother/
Bamboo Toothbrush With Medium Bristles – Dark Blue,Hydrophil,"['Bathroom', 'Toothbrushes']","Hydrophil bamboo toothbrush with medium bristles and a dark blue base. New improved premium bristles with high-low filaments, curved brush profile for improved cleaning of the interdental spaces. The vegan medium bristles are made from castor oil and BPA free nylon for effective cleaning. A sustainable and eco-friendly alternative to the plastic toothbrush.","['Vegan', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/07/hydrophil-premium-medium-600x594.jpg,https://www.peacewiththewild.co.uk/product/hydrophil-bamboo-toothbrush-light-blue-medium-bristles/
Wine & Champagne Bottle Cooler With Lid – Pink,Uberstar,"['Kitchen', 'Drinkware']","Upgrade your dining experience and enjoy crisp, cool fizz with the Uberstar Bottle Cooler. In a pretty Pink finish the cooler is made from two layers of high quality stainless steel with a vacuum in between, this cooler insulates your bottle, helping to regulate the temperature. Featuring a collar top, which acts as a lid sealing the bottle inside, meaning the coldness doesn’t escape and prevents heat from entering. Designed with an in-built adapter it’s compatible for both pre chilled wine and champagne bottles.","['Vegan', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/08/uberstar-bottle-cooler-pink-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/wine-champagne-bottle-cooler-with-lid-pink/
Muscle Balm – 65g,Little Green Skincare,"['For The Home', 'First Aid']","An all natural muscle balm for soothing tired, overworked and achy muscles. Blended with comfrey and yarrow to reduce swelling and aid healing of sore muscles, lavender oil for its anti-inflammatory and pain relieving properties. Ginger is included for warming action which is ideal for rheumatic, arthritic and muscular pain.","['Natural', 'Recyclable', 'Handmade', 'Made In UK']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/05/little-green-skincare-muscle-balm-1-600x600.jpg,https://www.peacewiththewild.co.uk/product/little-green-skincare-muscle-balm-65g/
Mineral Butter Suncream SPF50 – 70g,Amazinc,"['Skincare', 'Suncream']","A vegan and natural mineral sun cream with a buttery texture that melts into the skin and allows for perfect all over body coverage, Amazinc Mineral Butter has a high SPF 50. This reef safe sun cream provides effective protection against UVA and UVB rays, yet is harmless to marine life and the planet. Amazinc mineral sun cream is made with natural ingredients such as almond butter which helps soothe dry skin, while the Amazinc Mineral Shield Light provides natural sun protection.","['Vegan', 'Natural', 'Plastic Free', 'Biodegradable', 'Handmade']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/07/amazinc-mineral-sun-cream-spf-50-600x600.jpg,https://www.peacewiththewild.co.uk/product/amazinc-mineral-butter-suncream-spf50-70g/
Olive Wood Soap Dish – Rectangular with Grooves,Eco Living,"['Bathroom', 'Soap Dishes']","A natural olive wood soap dish. Handmade in Germany. Each soap dish is carved from a piece of olive wood, made from a retired olive tree that produces no more olives. Now featuring grooves to allow your soap to dry naturally and help your dish live the longest life possible!","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/10/eco-living-olive-wood-soap-rectangle-with-grooves-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/olive-wood-soap-dish-rectangular-with-grooves/
30 Shampoo Cubes – Oily Hair,Hedgerow & Moor,"['Haircare', 'All Shampoo', 'Shampoo Cubes']","From the creators of Beauty Kubes – the new Hedgerow and Moor natural, plastic free shampoo cubes for oily hair have arrived! Infused with natural ingredients, including nettle leaf and safflower seed oil, to cleanse the hair deep down, leaving it feeling clean, soft and shiny. Each pack contains 30 individual, plastic free shampoo cubes. If you value the health of your hair as much as you value the health of the planet, then these shampoo cubes may be the ultimate solution for you.","['Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Biodegradable', 'Handmade', 'Made In UK', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2022/10/hedgerow-moor-shampoo-lemongrass-saffflower-02-600x600.jpg,https://www.peacewiththewild.co.uk/product/shampoo-for-oily-hair/
Organic Muesli Deluxe,Peace With The Wild - Refill,"['Food & Drink', 'Cereal & Beverages', 'Cereals']","Organic deluxe muesli is a vegan and vegetarian pantry essential. A great healthy alternative that can be used to create delicious dishes such as cookies , flapjack and can even be served with your favourite milk.  High in Iron, fibre, vitamins and minerals! Available in a variety of weights to suit all your cooking needs and recipe lists. All our refill dried food is packaged in recyclable paper bags for sustainable living!","['Organic', 'Vegan', 'Palm Oil Free', 'Natural', 'Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2021/08/refill-food-museli-600x600.jpg,https://www.peacewiththewild.co.uk/product/organic-muesli-deluxe/
Plastic Free Floss – English Peppermint – Dispenser,Georganics,"['Bathroom', 'Dental Floss']",,"['Plastic Free', 'Recyclable', 'Biodegradable', 'Handmade', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/10/eng-pep-soft-1-600x594.jpg,https://www.peacewiththewild.co.uk/product/plastic-free-floss-english-peppermint-dispenser/
‘Make a Mark’ Pen Refill,VENT For Change,"['For The Home', 'Stationery', 'Pens & Pencils']","Why bother purchasing new pens when you can opt for recyclable refills? They make for an ideal zero-waste addition to your Make a Mark pens from Vent for Change. These refills save your pens from going to landfill, and once used can be placed in the recycling. Ideal for those looking to reduce waste affordably.","['Vegan', 'Palm Oil Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/04/Vent-for-change-refill-600x600.jpg,https://www.peacewiththewild.co.uk/product/make-a-mark-pen-refill/
Hemp Soap Bag,,"['Bathroom', 'Soap Pouches']","Made from 100% hemp, this vegan friendly handmade bag is perfect for daily exfoliating and helps to make your soap last longer. Simply place your soap bar or all those tiny little bits of leftover soap inside the bag and scrub away. Hang to dry after use.","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2023/03/siesta-soap-pouch-01-600x600.jpg,https://www.peacewiththewild.co.uk/product/hemp-soap-bag/
Natural Rubber Star Treat Activity Toy – Hunter Green,Hevea,"['For The Home', 'Pets Supplies', 'Dog Toys']","Keep your dog or puppy focused and entertained! Hevea natural star treat activity toy in hunter green is perfect for your dog. Great for throwing and retrieving, the star treat activity toy also features a hole where your dogs favourite treats can be tucked in for them to sniff out and use there amazing sense of smell. Made from 100% natural rubber that is non-toxic, plastic free and is completely biodegradable! Hevea have designed the star treat activity toy to be a dogs best friend. Suitable for playful puppies and small to medium sized dogs.","['Natural', 'Plastic Free', 'Biodegradable', 'Sustainable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2024/07/hevea-star-toy-green-600x594.jpg,https://www.peacewiththewild.co.uk/product/natural-rubber-star-treat-activity-toy-hunter-green/
Stainless Steel Spork,A Slice of Green,"['On-The-Go', 'Travel Utensils']",This handy stainless steel spork is ideal for food on the go when travelling!  Made from food grade stainless steel this sleek piece of cutlery is half spoon and half fork so whatever your choice of food you are prepared with just one utensil.,"['Plastic Free', 'Recyclable']",https://www.peacewiththewild.co.uk/wp-content/uploads/2020/01/stainless-steel-spork-600x600.jpg,https://www.peacewiththewild.co.uk/product/stainless-steel-spork/
